Case ID,Site ID,Site Name,Url,Submission Date,Case Status,Comments,Username (last person),Site Type,Site Status,Implementing Partner / Donor Agency,Region ID,Region Name,Submission date,Submission date (reformatted),Agency,Donor,Activity date,Activity date (reformatted),Primary Activity,Sub-Activity,boys,girls,men,women,elderly men,elderly women,total participants,PWds,males,females,Indirect beneficiaries,Achieved,IB boys,IB girls,IB men,IB women,IB elderly men,IB elderly women,total indirect beneficiaries,Protection referral pathway (y/n) (based on safety audit),Topic,Topic(s),Other topic,Topic (calculated),Items distributed,Other items,number of leaflets,number of posters,number of hygiene kits,number of dignity kits,number of fire extinguishers,number of first aid kits,number of sand or flour bags,number of toolkits,number of other items,total number of IEC items,Summary,Photo,Photo2,Photo3,Attachment
5751782216867305O,KYS4484,Al-Amal 2,https://app.zitemanager.org/#/sites/45677/submission-case-detail/5751782216867305O,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2026-01-27,2026-01-27,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,30,60,0,0,90,0,30,60,,90,0,0,0,0,0,0,0,,,WASH,,WASH,,,,,,,,,,,,,"تم إعطاء دورات توعوية وتوزيع بروشورات على النازحين في الموقع من قبل المجلس الفلسطيني للاسكان PHC/
​1. احمِ نفسك من الفيروسات
​يركز هذا المحور على كسر سلسلة العدوى في الأماكن المزدحمة، وأهم نقاطه:
​النظافة الشخصية: التأكيد على غسل اليدين بالماء والصابون لمدة لا تقل عن 20 ثانية، خاصة قبل الأكل وبعد استخدام المرافق الصحية.
​الآداب الصحية: تغطية الفم والأنف عند العطس أو السعال (استخدام المرفق أو منديل ورقي والتخلص منه فوراً).
​التباعد الاجتماعي: محاولة ترك مسافة آمنة قدر الإمكان وتجنب المصافحة والتقبيل عند التحية.
​التهوية: ضرورة تجديد الهواء داخل الخيمة أو الغرفة باستمرار لتقليل تركيز الفيروسات.
2. بيئة نظيفة لعائلتكم
​يركز على الإدارة الصحية للمكان لمنع انتشار الأمراض الجلدية والمعوية:
​إدارة النفايات: جمع القمامة في أكياس مغلقة ووضعها في الحاويات المخصصة بعيداً عن أماكن النوم والطبخ.
​مكافحة الحشرات: التخلص من المياه الراكدة حول الخيام لمنع توالد البعوض والحشرات.
​سلامة الغذاء والماء: تغطية أواني الطعام وخزانات المياه بإحكام لحمايتها من التلوث والأتربة.
وفي نهاية ​اللقاء قدمنا نصيحةللجميع / وهي الالتزام بهذه التعليمات البسيطة يقلل بنسبة كبيرة من الضغط على النقاط الطبية ويوفر بيئة أكثر كرامة للعيش.",,,,
5751782216868579A,KYS4477,Al Hanen,https://app.zitemanager.org/#/sites/45299/submission-case-detail/5751782216868579A,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2025-12-16,2025-12-16,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,0,80,0,0,80,0,0,80,,80,0,0,0,0,0,0,0,,,Health,,Health,,,,,,,,,,,,,"تم إعطاء دورات  توعوية من قبل اليونسيف في الموقع وهي /
​1. التطعيمات الروتينية (حائط الصد الأول)
​تعتبر التطعيمات أهم وسيلة لحماية الأطفال من أمراض فتاكة. تعتمد الجداول عالمياً على تحفيز جهاز المناعة في مراحل مبكرة.
​أهم التطعيمات: (السل، التهاب الكبد البائي، الشلل، الثلاثي البكتيري، الحصبة، والمكورات الرئوية).
​الهدف: تكوين ""ذاكرة مناعية"" تجعل الجسم قادراً على محاربة العدوى فور دخولها.
​نصيحة: الالتزام بالمواعيد المسجلة في كرت التطعيم يضمن الفعالية القصوى؛ التأخير قد يعرض الطفل لثغرات مناعية.
​2. انخفاض درجة حرارة الطفل (Hypothermia)
​يحدث عندما يفقد جسم الطفل الحرارة بمعدل أسرع من إنتاجها (أقل من 35°C). الأطفال أكثر عرضة لهذا لأن مساحة سطح جسمهم كبيرة مقارنة بوزنهم.
​الأعراض: رعشة شديدة (أو غيابها في الحالات الخطيرة)، جلد بارد وشاحب، خمول غير طبيعي، وبطء في التنفس.
​الإسعاف الأولي: 1. تدفئة الطفل تدريجياً (تجنب الماء الساخن المباشر).
2. التلامس الجلدي (طريقة الكنغر).
3. تغطية الرأس (لأنه يفقد معظم الحرارة من الرأس).
​تنبيه: إذا كان الطفل يرفض الرضاعة أو يبدو ""رخوياً""، يجب التوجه للطوارئ فوراً.
​3. النظافة (الوقاية الشخصية)
​النظافة ليست مجرد مظهر، بل هي استراتيجية دفاعية لتقليل العبء الميكروبي على الجسم.
​غسل اليدين: ""اللقاح الذاتي"" الأرخص في العالم. يجب أن يستمر لمدة 20 ثانية على الأقل.
​نظافة البيئة: تقليل الرطوبة والتهوية الجيدة تمنع نمو الفطريات والبكتيريا.
​الاستحمام: يساعد في التخلص من الخلايا الميتة والزيوت التي قد تسبب انسداد المسام والالتهابات.
​4. الأمراض الجلدية الشائعة
​الجلد هو أكبر عضو في الجسم وأكثرها عرضة للمؤثرات الخارجية.
​الأكزيما: جفاف وحكة واحمرار، غالباً بسبب عوامل وراثية أو حساسية.
​الفطريات (مثل القوباء الحلقية): بقع دائرية تسبب الحكة، تنتشر باللمس أو الأدوات الملوثة.
​حمو النيل (طفح الحرارة): يظهر نتيجة انسداد القنوات العرقية في الجو الحار والرطب.
​القوباء (Impetigo): عدوى بكتيرية تسبب قشوراً عسلية اللون، وهي شديدة العدوى.
​5. داء الليبتوسبيروز (Leptospirosis)
​مرض بكتيري ينتقل من الحيوانات إلى البشر (Zoonotic)، وغالباً ما يرتبط بالبيئات الملوثة.
​طريقة العدوى: ملامسة بول الحيوانات المصابة (كالجرذان أو الماشية) عبر جروح الجلد أو الأغشية المخاطية، أو شرب مياه ملوثة.
​الأعراض: تشبه الإنفلونزا (حمى، صداع، آلام عضلات)، لكن قد تتطور إلى ""متلازمة ويل"" التي تشمل فشلاً كلوياً ويرقاناً (اصفرار العين والجلد).
​الوقاية: مكافحة القوارض، ارتداء أحذية واقية في مناطق التجمعات المائية، وتجنب السباحة في مياه راكدة بعد الأمطار.
​",,,,
5751782216869984G,KYS4491,Al Shekh shamel,https://app.zitemanager.org/#/sites/45685/submission-case-detail/5751782216869984G,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2026-01-12,2026-01-12,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,0,58,0,0,58,2,0,58,,58,0,0,0,0,0,0,0,,,General Protection,,General Protection,,,,,,,,,,,,,"​تم تنفيذ هذه الدورة التدريبية بحضور 58 مشاركة، ركزت خلالها على تزويد المتدربين بالأدوات والتقنيات اللازمة للتعامل مع تحديات الحياة اليومية والضغوط المهنية بكفاءة وهدوء.
حيث أن الدورة تطرقت إلى/ 
​1. الوعي العاطفي والتفريغ النفسي
​التأكيد على أهمية التعبير عن المشاعر كخطوة أولى للتشافي، وتجنب ""الكبت النفسي"" الذي يؤدي لاحقاً لانفجارات عاطفية أو أمراض جسدية.
​التدرب على مهارات التنفيس الانفعالي بطرق صحية.
​2. إدارة البيئة المحيطة (فلترة الضغوط)
​تحديد مصادر التوتر في حياة الفرد وتصنيفها.
​العمل على التقليل من مصادر التوتر غير الضرورية عبر وضع الحدود، وتعلم فن الرفض (كلمة ""لا"") للمهام التي تفوق الطاقة.
​3. البناء الداخلي (الثقة والتقدير)
​تعزيز الثقة بالنفس: من خلال التركيز على نقاط القوة والإنجازات.
​رفع تقدير الذات: ممارسة الحوار الذاتي الإيجابي وتقبل الذات، مما يقلل من حساسية الفرد تجاه الضغوط الخارجية.
​4. الأدوات العملية للمواجهة
​تنمية مهارات حل المشكلات: تحويل الضغط من ""أزمة"" إلى ""تحدي"" عبر تحليل المشكلة وابتكار حلول بديلة بدلاً من القلق السلبي.
​تنمية مهارات اتخاذ القرار: التدريب على الثبات الانفعالي عند اختيار القرارات المصيرية تحت الضغط، لضمان نتائج أكثر عقلانية.
​الاستنتاج الختامي/
​إن إدارة الضغوط ليست عملية تخلص نهائي منها، بل هي بناء مرونة نفسية تمكن الفرد من التوازن بين متطلبات الحياة وسلامته الداخلية. أظهر الحضور (58 مشاركاً) تفاعلاً كبيراً يعكس الحاجة الملحة لهذه المهارات في بيئة العمل والحياة الخاصة.
​",,,,
5751782216871565C,KYS4484,Al-Amal 2,https://app.zitemanager.org/#/sites/45677/submission-case-detail/5751782216871565C,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2025-12-25,2025-12-25,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,0,80,0,0,80,0,0,80,,80,0,0,0,0,0,0,0,,,Health,,Health,,,,,,,,,,,,,"تم إعطاء دورات  توعوية من قبل اليونسيف في الموقع وهي /
​1. التطعيمات الروتينية (حائط الصد الأول)
​تعتبر التطعيمات أهم وسيلة لحماية الأطفال من أمراض فتاكة. تعتمد الجداول عالمياً على تحفيز جهاز المناعة في مراحل مبكرة.
​أهم التطعيمات: (السل، التهاب الكبد البائي، الشلل، الثلاثي البكتيري، الحصبة، والمكورات الرئوية).
​الهدف: تكوين ""ذاكرة مناعية"" تجعل الجسم قادراً على محاربة العدوى فور دخولها.
​نصيحة: الالتزام بالمواعيد المسجلة في كرت التطعيم يضمن الفعالية القصوى؛ التأخير قد يعرض الطفل لثغرات مناعية.
​2. انخفاض درجة حرارة الطفل (Hypothermia)
​يحدث عندما يفقد جسم الطفل الحرارة بمعدل أسرع من إنتاجها (أقل من 35°C). الأطفال أكثر عرضة لهذا لأن مساحة سطح جسمهم كبيرة مقارنة بوزنهم.
​الأعراض: رعشة شديدة (أو غيابها في الحالات الخطيرة)، جلد بارد وشاحب، خمول غير طبيعي، وبطء في التنفس.
​الإسعاف الأولي: 1. تدفئة الطفل تدريجياً (تجنب الماء الساخن المباشر).
2. التلامس الجلدي (طريقة الكنغر).
3. تغطية الرأس (لأنه يفقد معظم الحرارة من الرأس).
​تنبيه: إذا كان الطفل يرفض الرضاعة أو يبدو ""رخوياً""، يجب التوجه للطوارئ فوراً.
​3. النظافة (الوقاية الشخصية)
​النظافة ليست مجرد مظهر، بل هي استراتيجية دفاعية لتقليل العبء الميكروبي على الجسم.
​غسل اليدين: ""اللقاح الذاتي"" الأرخص في العالم. يجب أن يستمر لمدة 20 ثانية على الأقل.
​نظافة البيئة: تقليل الرطوبة والتهوية الجيدة تمنع نمو الفطريات والبكتيريا.
​الاستحمام: يساعد في التخلص من الخلايا الميتة والزيوت التي قد تسبب انسداد المسام والالتهابات.
​4. الأمراض الجلدية الشائعة
​الجلد هو أكبر عضو في الجسم وأكثرها عرضة للمؤثرات الخارجية.
​الأكزيما: جفاف وحكة واحمرار، غالباً بسبب عوامل وراثية أو حساسية.
​الفطريات (مثل القوباء الحلقية): بقع دائرية تسبب الحكة، تنتشر باللمس أو الأدوات الملوثة.
​حمو النيل (طفح الحرارة): يظهر نتيجة انسداد القنوات العرقية في الجو الحار والرطب.
​القوباء (Impetigo): عدوى بكتيرية تسبب قشوراً عسلية اللون، وهي شديدة العدوى.
​5. داء الليبتوسبيروز (Leptospirosis)
​مرض بكتيري ينتقل من الحيوانات إلى البشر (Zoonotic)، وغالباً ما يرتبط بالبيئات الملوثة.
​طريقة العدوى: ملامسة بول الحيوانات المصابة (كالجرذان أو الماشية) عبر جروح الجلد أو الأغشية المخاطية، أو شرب مياه ملوثة.
​الأعراض: تشبه الإنفلونزا (حمى، صداع، آلام عضلات)، لكن قد تتطور إلى ""متلازمة ويل"" التي تشمل فشلاً كلوياً ويرقاناً (اصفرار العين والجلد).
​الوقاية: مكافحة القوارض، ارتداء أحذية واقية في مناطق التجمعات المائية، وتجنب السباحة في مياه راكدة بعد الأمطار.
​",,,,
5751782216872677F,KYS4484,Al-Amal 2,https://app.zitemanager.org/#/sites/45677/submission-case-detail/5751782216872677F,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2025-10-17,2025-10-17,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,0,180,0,0,180,8,0,180,,180,0,0,0,0,0,0,0,,,General Protection,,General Protection,,,,,,,,,,,,,"
تم تنفيذ ورشة عمل حول مشروع تعزيز الموارد البشرية من خلال أنشطة تدريبية وأنشطة بحثية في قطاع غزة، وركّزت الورشة على موضوع العنف الجنسي. نُفذت الورشة من قبل جمعية أطفالنا للصم، واستهدفت 180 امرأة، بهدف رفع الوعي وبناء القدرات، وتعزيز المعرفة بآليات الوقاية والحماية والتعامل مع قضايا العنف الجنسي، إضافة إلى تمكين السيدات من نقل المعرفة داخل مجتمعاتهن.
",,,,
5751782216875567S,KYS1553,Al-Sabr w Al-Somood,https://app.zitemanager.org/#/sites/31646/submission-case-detail/5751782216875567S,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2025-11-15,2025-11-15,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,70,0,0,0,70,0,70,0,,70,0,0,0,0,0,0,0,,,General Protection,,General Protection,,,,,,,,,,,,,"
تم تنفيذ دورة توعوية حول الحماية من الذخائر والمتفجرات، هدفت إلى رفع وعي المشاركين بمخاطر الذخائر غير المنفجرة والمتفجرات، والتعريف بأشكالها وطرق التعرّف عليها، إضافة إلى إرشادات السلامة والوقاية، وكيفية التصرّف السليم عند الاشتباه بوجودها، وذلك للحد من الإصابات وحماية الأرواح.",,,,
5751782216873992C,KYS4484,Al-Amal 2,https://app.zitemanager.org/#/sites/45677/submission-case-detail/5751782216873992C,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2025-12-27,2025-12-27,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,40,80,0,0,120,5,40,80,,120,0,0,0,0,0,0,0,,,General Protection,,General Protection,,,,,,,,,,,,,"
تم تنفيذ ورشة توعوية حول شبكة سند من قبل جمعية إنقاذ المستقبل الشبابي، حيث تم عقد أربع ورشات توعوية للسيدات وورشتين للرجال. تناولت الورشات التعريف بشبكة سند، وأهدافها، وآليات عملها، والخدمات التي تقدمها، إضافة إلى توضيح دور الشبكة في الدعم والحماية والتوعية، بما يسهم في تعزيز الوعي المجتمعي حول أهمية الاستفادة من خدمات شبكة سند.
",,,,
5751782216877781H,KYS4484,Al-Amal 2,https://app.zitemanager.org/#/sites/45677/submission-case-detail/5751782216877781H,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2025-11-20,2025-11-20,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,70,0,0,0,70,0,70,0,,70,0,0,0,0,0,0,0,,,General Protection,,General Protection,,,,,,,,,,,,,"
تم تنفيذ دورة توعويةمن قبل مؤسسة إنقاذ الطفل بالشراكة مع معا . 
 حول الحماية من الذخائر والمتفجرات، هدفت إلى رفع وعي المشاركين بمخاطر الذخائر غير المنفجرة والمتفجرات، والتعريف بأشكالها وطرق التعرّف عليها، إضافة إلى إرشادات السلامة والوقاية، وكيفية التصرّف السليم عند الاشتباه بوجودها، وذلك للحد من الإصابات وحماية الأرواح.",,,,
5751782216878560T,GZA4134,Al Karama,https://app.zitemanager.org/#/sites/38653/submission-case-detail/5751782216878560T,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,260 - 2600118,Gaza - Northern Remal,,,PHC,ECHO,2026-01-29,2026-01-29,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,20,0,0,0,0,20,0,0,20,,20,0,0,0,0,0,0,0,,,Child Protection,,Child Protection,,,,,,,,,,,,,بالتنسيق مع مؤسسة SDF، تم تنفيذ ورشة “خيمة البنات” في منطقتي الكرامة ودوار فلسطين، مستهدفة فئة اليافعين من الفتيات، وذلك بهدف تعزيز قدراتهن النفسية والاجتماعية ودعم صحتهن النفسية.,,,,
5751782216876687X,KYS1553,Al-Sabr w Al-Somood,https://app.zitemanager.org/#/sites/31646/submission-case-detail/5751782216876687X,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2025-11-05,2025-11-05,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,0,100,0,0,100,0,0,100,,100,0,0,0,0,0,0,0,,,General Protection,,General Protection,,,,,,,,,,,,,"
تم إعطاء دورة توعوية حول العنف، هدفت إلى تعريف المشاركين بمفهوم العنف وأنواعه وأسبابه، وتسليط الضوء على آثاره النفسية والاجتماعية، إضافة إلى التوعية بطرق الوقاية وآليات الحماية والتعامل السليم مع حالات العنف، بما يعزز الوعي ويشجع على بيئة آمنة وداعمة.",,,,
5751782216880266P,GZA4134,Al Karama,https://app.zitemanager.org/#/sites/38653/submission-case-detail/5751782216880266P,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,260 - 2600118,Gaza - Northern Remal,,,PHC,ECHO,2026-01-29,2026-01-29,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,0,35,0,0,35,0,0,35,,35,0,0,0,0,0,0,0,,,Health,,Health,,,,,,,,,,,,,"تم التنسيق مع مؤسسة الثقافة والفكر الحر لتنفيذ ورشة عمل توعوية استهدفت فئة السيدات، وذلك في موقع الكرامة – بلدنا -ملعب فلسطين.
جاءت الورشة تحت عنوان “تنظيم الأسرة والزواج المبكر والحمل”، ونُفِّذت ضمن مشروع القدرة على الاختيار، بهدف تعزيز وعي السيدات بالقضايا المتعلقة بالصحة الإنجابية، وتمكينهن من اتخاذ قرارات واعية ومستنيرة تخص حياتهن الأسرية والصحية.",,,,
5751782216881363V,GZA4442,Baldna Site,https://app.zitemanager.org/#/sites/42285/submission-case-detail/5751782216881363V,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,260 - 2600118,Gaza - Northern Remal,,,PHC,ECHO,2026-01-29,2026-01-29,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,10,0,0,0,10,0,10,0,,10,0,0,0,0,0,0,0,,,General Protection,,General Protection,,,,,,,,,,,,,لتنسيق مع مؤسسة عايشة لتنفيذ جلسة استهدفت فئة الرجال، وذلك ضمن مشروع صنع الأمل في غزة وتوفير المياه والحماية. وقد جاءت الجلسة بعنوان “كيفية التخلص من الضغوط النفسية”، وهدفت إلى تعزيز الوعي النفسي ومساعدة المشاركين على التعامل مع الضغوط الحياتية.,,,,
5751782216883561C,KYS4482,Arab2,https://app.zitemanager.org/#/sites/45647/submission-case-detail/5751782216883561C,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2026-01-27,2026-01-27,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,15,19,0,0,34,0,15,19,,34,0,0,0,0,0,0,0,,,Health,,Health,,,,,,,,,,,,,"تم إعطاء دورات توعوية وتوزيع بروشورات على النازحين في الموقع من قبل المجلس الفلسطيني للاسكان PHC/
​1. احمِ نفسك من الفيروسات
​يركز هذا المحور على كسر سلسلة العدوى في الأماكن المزدحمة، وأهم نقاطه:
​النظافة الشخصية: التأكيد على غسل اليدين بالماء والصابون لمدة لا تقل عن 20 ثانية، خاصة قبل الأكل وبعد استخدام المرافق الصحية.
​الآداب الصحية: تغطية الفم والأنف عند العطس أو السعال (استخدام المرفق أو منديل ورقي والتخلص منه فوراً).
​التباعد الاجتماعي: محاولة ترك مسافة آمنة قدر الإمكان وتجنب المصافحة والتقبيل عند التحية.
​التهوية: ضرورة تجديد الهواء داخل الخيمة أو الغرفة باستمرار لتقليل تركيز الفيروسات.
2. بيئة نظيفة لعائلتكم
​يركز على الإدارة الصحية للمكان لمنع انتشار الأمراض الجلدية والمعوية:
​إدارة النفايات: جمع القمامة في أكياس مغلقة ووضعها في الحاويات المخصصة بعيداً عن أماكن النوم والطبخ.
​مكافحة الحشرات: التخلص من المياه الراكدة حول الخيام لمنع توالد البعوض والحشرات.
​سلامة الغذاء والماء: تغطية أواني الطعام وخزانات المياه بإحكام لحمايتها من التلوث والأتربة.
وفي نهاية اللقاء قدمنا ​نصيحة للجميع وهي / الالتزام بهذه التعليمات البسيطة يقلل بنسبة كبيرة من الضغط على النقاط الطبية ويوفر بيئة أكثر كرامة للعيش.",,,,
5751782216887989T,KYS4549,Waqfet Kheir,https://app.zitemanager.org/#/sites/46227/submission-case-detail/5751782216887989T,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2026-01-27,2026-01-27,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,15,15,0,0,30,0,15,15,,30,0,0,0,0,0,0,0,,,Child Protection,,Child Protection,,,,,,,,,,,,,"تم إعطاء دورة توعوية وتوزيع بروشور بخصوص /
1. شتوية آمنة وخيمة جافة
​يهدف هذا المحور إلى الوقاية من الحوادث وحماية المأوى من تقلبات الطقس:
​العزل والتأمين: رفع المقتنيات عن الأرض، وضع سواتر ترابية أو خنادق صغيرة حول الخيمة لتصريف مياه الأمطار.
​التدفئة الآمنة: التحذير من إشعال النار داخل الخيمة لتجنب الاختناق بـ أول أكسيد الكربون أو الحرائق، وضرورة إطفاء أي مصدر للحرارة قبل النوم.
​تثبيت المأوى: التأكد من شد الحبال وتثبيت الأوتاد جيداً لمواجهة الرياح القوية.
​",,,,
5751782216885679K,KYS4482,Arab2,https://app.zitemanager.org/#/sites/45647/submission-case-detail/5751782216885679K,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2026-01-27,2026-01-27,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,16,18,0,0,34,0,16,18,,34,0,0,0,0,0,0,0,,,General Protection,,General Protection,,,,,,,,,,,,,"تم إعطاء دورة توعوية وتوزيع بروشور بخصوص /
1. شتوية آمنة وخيمة جافة
​يهدف هذا المحور إلى الوقاية من الحوادث وحماية المأوى من تقلبات الطقس:
​العزل والتأمين: رفع المقتنيات عن الأرض، وضع سواتر ترابية أو خنادق صغيرة حول الخيمة لتصريف مياه الأمطار.
​التدفئة الآمنة: التحذير من إشعال النار داخل الخيمة لتجنب الاختناق بـ أول أكسيد الكربون أو الحرائق، وضرورة إطفاء أي مصدر للحرارة قبل النوم.
​تثبيت المأوى: التأكد من شد الحبال وتثبيت الأوتاد جيداً لمواجهة الرياح القوية.
​",,,,
5751782216886983L,KYS1651,Event camp,https://app.zitemanager.org/#/sites/41134/submission-case-detail/5751782216886983L,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2026-01-27,2026-01-27,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,14,15,0,0,29,0,14,15,,29,0,0,0,0,0,0,0,,,Child Protection,,Child Protection,,,,,,,,,,,,,"تم إعطاء دورة توعوية وتوزيع بروشور بخصوص /
1. شتوية آمنة وخيمة جافة
​يهدف هذا المحور إلى الوقاية من الحوادث وحماية المأوى من تقلبات الطقس:
​العزل والتأمين: رفع المقتنيات عن الأرض، وضع سواتر ترابية أو خنادق صغيرة حول الخيمة لتصريف مياه الأمطار.
​التدفئة الآمنة: التحذير من إشعال النار داخل الخيمة لتجنب الاختناق بـ أول أكسيد الكربون أو الحرائق، وضرورة إطفاء أي مصدر للحرارة قبل النوم.
​تثبيت المأوى: التأكد من شد الحبال وتثبيت الأوتاد جيداً لمواجهة الرياح القوية.
​",,,,
5751782216890970O,KYS4477,Al Hanen,https://app.zitemanager.org/#/sites/45299/submission-case-detail/5751782216890970O,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2026-01-28,2026-01-28,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,60,60,0,0,120,5,60,60,,120,0,0,0,0,0,0,0,,,Health,,Health,,,,,,,,,,,,,"تم إعطاء دورات توعوية وتوزيع بروشورات على النازحين في الموقع من قبل المجلس الفلسطيني للاسكان PHC/
​1. احمِ نفسك من الفيروسات
​يركز هذا المحور على كسر سلسلة العدوى في الأماكن المزدحمة، وأهم نقاطه:
​النظافة الشخصية: التأكيد على غسل اليدين بالماء والصابون لمدة لا تقل عن 20 ثانية، خاصة قبل الأكل وبعد استخدام المرافق الصحية.
​الآداب الصحية: تغطية الفم والأنف عند العطس أو السعال (استخدام المرفق أو منديل ورقي والتخلص منه فوراً).
​التباعد الاجتماعي: محاولة ترك مسافة آمنة قدر الإمكان وتجنب المصافحة والتقبيل عند التحية.
​التهوية: ضرورة تجديد الهواء داخل الخيمة أو الغرفة باستمرار لتقليل تركيز الفيروسات.
2. بيئة نظيفة لعائلتكم
​يركز على الإدارة الصحية للمكان لمنع انتشار الأمراض الجلدية والمعوية:
​إدارة النفايات: جمع القمامة في أكياس مغلقة ووضعها في الحاويات المخصصة بعيداً عن أماكن النوم والطبخ.
​مكافحة الحشرات: التخلص من المياه الراكدة حول الخيام لمنع توالد البعوض والحشرات.
​سلامة الغذاء والماء: تغطية أواني الطعام وخزانات المياه بإحكام لحمايتها من التلوث والأتربة.
وفي نهاية اللقاء قدمنا ​نصيحة للجميع وهي / الالتزام بهذه التعليمات البسيطة يقلل بنسبة كبيرة من الضغط على النقاط الطبية ويوفر بيئة أكثر كرامة للعيش.",,,,
5751782216889168N,KYS1651,Event camp,https://app.zitemanager.org/#/sites/41134/submission-case-detail/5751782216889168N,2026-06-23,Closed,,harresyakubi,IOM,Active,PHC,270 - 27002154,Khan Younis - Al Mawasi,,,PHC,ECHO,2026-01-27,2026-01-27,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,0,0,20,25,0,0,45,0,20,25,,45,0,0,0,0,0,0,0,,,Health,,Health,,,,,,,,,,,,,"تم إعطاء دورات توعوية وتوزيع بروشورات على النازحين في الموقع من قبل المجلس الفلسطيني للاسكان PHC/
​1. احمِ نفسك من الفيروسات
​يركز هذا المحور على كسر سلسلة العدوى في الأماكن المزدحمة، وأهم نقاطه:
​النظافة الشخصية: التأكيد على غسل اليدين بالماء والصابون لمدة لا تقل عن 20 ثانية، خاصة قبل الأكل وبعد استخدام المرافق الصحية.
​الآداب الصحية: تغطية الفم والأنف عند العطس أو السعال (استخدام المرفق أو منديل ورقي والتخلص منه فوراً).
​التباعد الاجتماعي: محاولة ترك مسافة آمنة قدر الإمكان وتجنب المصافحة والتقبيل عند التحية.
​التهوية: ضرورة تجديد الهواء داخل الخيمة أو الغرفة باستمرار لتقليل تركيز الفيروسات.
2. بيئة نظيفة لعائلتكم
​يركز على الإدارة الصحية للمكان لمنع انتشار الأمراض الجلدية والمعوية:
​إدارة النفايات: جمع القمامة في أكياس مغلقة ووضعها في الحاويات المخصصة بعيداً عن أماكن النوم والطبخ.
​مكافحة الحشرات: التخلص من المياه الراكدة حول الخيام لمنع توالد البعوض والحشرات.
​سلامة الغذاء والماء: تغطية أواني الطعام وخزانات المياه بإحكام لحمايتها من التلوث والأتربة.
وفي نهاية اللقاء قدمنا ​نصيحة للجميع وهي / الالتزام بهذه التعليمات البسيطة يقلل بنسبة كبيرة من الضغط على النقاط الطبية ويوفر بيئة أكثر كرامة للعيش.",,,,
